Name,Team,Position Group,Draft Grade,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,Three Cone Drill,20 Yard Shuttle,60 Yard Shuttle,Height,Weight,Arm Length,Hand Size,Position,Combine ID,URL
Armani Watts,Texas A&M,DB,5.73,,13,35,120,7.25,4.37,,71,205,,,S,DB67,https://www.nfl.com/prospects/armani-watts?id=32462018-0002-5600-83f4-d74d8310d315
Holton Hill,Texas,DB,5.72,4.49,14,31,120,6.83,4.15,,75,200,,,CB,DB14,https://www.nfl.com/prospects/holton-hill?id=32462018-0002-5601-0924-50e1467818a7
Rashaan Gaulden,Tennessee,DB,5.71,4.61,8,30,119,7.16,4.33,,73,193,,,CB,DB11,https://www.nfl.com/prospects/rashaan-gaulden?id=32462018-0002-5601-4679-70376b283996
M.J. Stewart,North Carolina,DB,5.7,4.54,18,35,118,6.9,4.28,11.19,71,200,,,CB,DB33,https://www.nfl.com/prospects/m.j.-stewart?id=32462018-0002-5599-97fe-36371601b10f
Stephen Roberts,Auburn,DB,5.7,4.53,,34,121,,,,71,189,,,S,DB63,https://www.nfl.com/prospects/stephen-roberts?id=32462018-0002-5602-09d0-9649ec7ca239
Parry Nickerson,Tulane,DB,5.69,4.32,15,,,,,,72,180,,,CB,DB29,https://www.nfl.com/prospects/parry-nickerson?id=32462018-0002-5602-3562-0e03f4de4e49
Nick Nelson,Wisconsin,DB,5.68,4.52,17,,123,,,,71,208,,,CB,DB28,https://www.nfl.com/prospects/nick-nelson?id=32462018-0002-5602-3469-e46c01b55713
Isaac Yiadom,Boston College,DB,5.65,4.52,8,,120,,4.18,,73,190,,,CB,DB42,https://www.nfl.com/prospects/isaac-yiadom?id=32462018-0002-5601-9916-e59d65ea0aa3
Kevin Toliver,LSU,DB,5.64,,10,33,120,,,,75,204,,,CB,DB38,https://www.nfl.com/prospects/kevin-toliver?id=32462018-0002-5602-237a-bc5ac3c609da
Marcus Allen,Penn State,DB,5.63,,15,37,127,,4.32,,74,202,,,S,DB43,https://www.nfl.com/prospects/marcus-allen?id=32462018-0002-5599-41f8-066a128fa16f
J.C. Jackson,Maryland,DB,5.57,4.46,14,35.5,120,,,,71,193,,,CB,DB17,https://www.nfl.com/prospects/j.c.-jackson?id=32462018-0002-5601-6420-a30a4e22d3a5
Terrell Edmunds,Virginia Tech,DB,5.54,4.47,,41.5,134,,,,74,220,,,S,DB49,https://www.nfl.com/prospects/terrell-edmunds?id=32462018-0002-5601-25af-a59d7c8988a5
Levi Wallace,Alabama,DB,5.5,4.63,,33,,,,,72,183,,,CB,DB40,https://www.nfl.com/prospects/levi-wallace?id=32462018-0002-5599-37dc-f8dc32c7ecf3
Godwin Igwebuike,Northwestern,DB,5.5,4.44,19,35.5,128,6.56,4.12,10.81,72,205,,,S,DB55,https://www.nfl.com/prospects/godwin-igwebuike?id=32462018-0002-5599-80a0-aafa8de2e632
Siran Neal,Jacksonville State,DB,5.49,4.56,17,40.5,122,7,4.28,,72,199,,,S,DB60,https://www.nfl.com/prospects/siran-neal?id=32462018-0002-5598-0924-48f118dbddf9
Taron Johnson,Weber State,DB,5.44,4.5,17,33,118,7.03,4.28,,72,180,,,CB,DB20,https://www.nfl.com/prospects/taron-johnson?id=32462018-0002-5600-928c-90992fa18499
D.J. Reed,Kansas State,DB,5.44,4.51,11,36.5,,,,,69,188,,,CB,DB32,https://www.nfl.com/prospects/d.j.-reed?id=32462018-0002-5601-9588-5a446e500cc4
Quin Blanding,Virginia,DB,5.44,4.63,,31.5,122,,,,74,215,,,S,DB46,https://www.nfl.com/prospects/quin-blanding?id=32462018-0002-5600-052c-e59ecbe044a9
Deshon Elliott,Texas,DB,5.43,4.58,15,36,121,,,,74,205,,,S,DB50,https://www.nfl.com/prospects/deshon-elliott?id=32462018-0002-5601-10b9-48f778b707e0
Jamarcus King,South Carolina,DB,5.42,4.7,,,,,,,73,186,,,CB,DB23,https://www.nfl.com/prospects/jamarcus-king?id=32462018-0002-5602-00c3-03e5142d90b6
Tony Brown,Alabama,DB,5.41,4.35,14,31.5,126,6.78,4.11,11.14,72,198,,,CB,DB03,https://www.nfl.com/prospects/tony-brown?id=32462018-0002-5601-3827-e3c3900c01f5
d'Montre Wade,Murray State,DB,5.41,4.57,15,35.5,120,,4.4,,72,200,,,CB,DB39,https://www.nfl.com/prospects/d'montre-wade?id=32462018-0002-5601-7410-db501db2dc8b
Brandon Facyson,Virginia Tech,DB,5.4,4.53,16,,,,,,74,197,,,CB,DB09,https://www.nfl.com/prospects/brandon-facyson?id=32462018-0002-5599-60dd-36e0d83dbd82
Greg Stroman,Virginia Tech,DB,5.4,4.48,16,33.5,113,,4.45,,72,180,,,CB,DB34,https://www.nfl.com/prospects/greg-stroman?id=32462018-0002-5599-8316-d8093fea2ccb
Jordan Whitehead,Pittsburgh,DB,5.39,,21,,,,,,71,195,,,S,DB70,https://www.nfl.com/prospects/jordan-whitehead?id=32462018-0002-5600-282d-00d032437dba
Quenton Meeks,Stanford,DB,5.38,,11,39,128,6.72,4.23,,74,205,,,DB,DB26,https://www.nfl.com/prospects/quenton-meeks?id=32462018-0002-5602-27d9-a93aedb60e3c
Darius Phillips,Western Michigan,DB,5.38,4.54,,,,,,,70,190,,,CB,DB31,https://www.nfl.com/prospects/darius-phillips?id=32462018-0002-5599-19cf-9895b535d3d6
Andre Chachere,San Jose State,DB,5.36,4.49,13,38,123,6.78,4.07,11.43,72,200,,,CB,DB05,https://www.nfl.com/prospects/andre-chachere?id=32462018-0002-5601-516e-73049d41ba59
Domincik Sanders,Georgia,DB,5.36,,14,,,,,,72,193,,,S,DB64,https://www.nfl.com/prospects/domincik-sanders?id=32462018-0002-5601-82e4-76c49d91ce76
Tre Flowers,Oklahoma State,DB,5.35,4.45,18,34.5,122,,,,75,200,,,S,DB52,https://www.nfl.com/prospects/tre-flowers?id=32462018-0002-5600-3767-5a7094c7cee0
Sean Chandler,Temple,DB,5.34,4.65,16,34.5,119,,4.62,,72,190,,,S,DB47,https://www.nfl.com/prospects/sean-chandler?id=32462018-0002-5601-5235-6e37098ac157
Kameron Kelly,San Diego State,DB,5.34,4.66,9,33,120,6.94,4.28,,74,200,,,S,DB59,https://www.nfl.com/prospects/kameron-kelly?id=32462018-0002-5600-9460-0b0520897fbf
Trey Walker,Louisiana,DB,5.33,4.51,14,33,119,7,4.28,11.27,74,200,,,S,DB66,https://www.nfl.com/prospects/trey-walker?id=32462018-0002-5600-361c-bcf96286cf5e
Rashard Fant,Indiana,DB,5.31,,,,,,,,70,175,,,CB,DB10,https://www.nfl.com/prospects/rashard-fant?id=32462018-0002-5601-33fa-dcc20b108f13
Danny Johnson,Southern,DB,5.28,4.44,15,35,123,,,,70,185,,,CB,DB19,https://www.nfl.com/prospects/danny-johnson?id=32462018-0002-5598-061a-4bdf0bc76958
Chandon Sullivan,Georgia State,DB,5.24,4.6,15,40.5,134,,4.36,,71,195,,,CB,DB35,https://www.nfl.com/prospects/chandon-sullivan?id=32462018-0002-5598-05c5-379ac7578b42
Michael Joseph,Dubuque,DB,5.23,,17,34,,6.89,4.2,11.98,73,181,,,CB,DB22,https://www.nfl.com/prospects/michael-joseph?id=32462018-0002-5598-047c-4ccdc144ded7
Joshua Kalu,Nebraska,DB,5.21,4.58,17,41.5,134,,,,73,195,,,S,DB58,https://www.nfl.com/prospects/joshua-kalu?id=32462018-0002-5600-50ba-4d1af84a6433
Dane Cruikshank,Arizona,DB,5.16,4.41,25,38.5,121,6.89,4.24,,73,206,,,S,DB48,https://www.nfl.com/prospects/dane-cruikshank?id=32462018-0002-5599-7168-7460d8811278
Jordan Thomas,Oklahoma,DB,5.15,4.64,4,38,124,6.28,3.94,10.85,72,186,,,CB,DB36,https://www.nfl.com/prospects/jordan-thomas?id=32462018-0002-5599-32ae-b563f91a3de2
Grant Haley,Penn State,DB,5.14,4.44,15,34,119,6.51,3.94,,69,190,,,CB,DB12,https://www.nfl.com/prospects/grant-haley?id=32462018-0002-5599-8122-9d7446dfcae9
Davontae Harris,Illinois State,DB,5.14,4.43,22,32.5,123,6.96,4.4,,72,200,,,CB,DB13,https://www.nfl.com/prospects/davontae-harris?id=32462018-0002-5599-723a-595d26680a8b
Chris Campbell,Penn State,DB,5.12,,14,,,,,,73,194,,,CB,DB04,https://www.nfl.com/prospects/chris-campbell?id=32462018-0002-5599-12d7-c28d338f2c22
Kamrin Moore,Boston College,DB,5.1,,,,,,,,71,200,,,CB,DB27,https://www.nfl.com/prospects/kamrin-moore?id=32462018-0002-5599-35ec-e14c91f2d88a
Natrell Jamerson,Wisconsin,DB,5.1,4.4,25,35.5,120,,,,72,198,,,S,DB56,https://www.nfl.com/prospects/natrell-jamerson?id=32462018-0002-5600-54e9-3a824cbf11e4
Van Smith,Clemson,DB,4.99,4.61,,29.5,,,,,71,185,,,S,DB65,https://www.nfl.com/prospects/van-smith?id=32462018-0002-5601-97b2-144d7034295f
Damon Webb,Ohio State,DB,4.99,4.62,17,,,,,,71,195,,,S,DB68,https://www.nfl.com/prospects/damon-webb?id=32462018-0002-5600-567b-c82e8e4f7c8d
Troy Apke,Penn State,DB,4.98,4.34,16,41,131,6.56,4.03,,74,198,,,S,DB44,https://www.nfl.com/prospects/troy-apke?id=32462018-0002-5601-23df-c332e0865a01
Max Redfield,Indiana (PA),DB,4.95,4.69,15,,,,,,73,205,,,S,DB61,https://www.nfl.com/prospects/max-redfield?id=32462018-0002-5601-86bb-c350360a4031
Marcell Harris,Florida,DB,4.94,,16,,,,,,72,208,,,S,DB53,https://www.nfl.com/prospects/marcell-harris?id=32462018-0002-5601-6258-f33b66d400c2
Henre' Toliver,Arkansas,DB,4.93,4.63,6,32.5,117,7.01,4.15,11.39,73,185,,,CB,DB37,https://www.nfl.com/prospects/henre'-toliver?id=32462018-0002-5602-21fc-24db1ec3fea1
Chris Jones,Nebraska,DB,4.9,4.57,14,,,,,,72,195,,,CB,DB21,https://www.nfl.com/prospects/chris-jones?id=32462018-0002-5601-782e-1ce15ec4a166
Avonte Maddox,Pittsburgh,DB,4.89,4.39,13,37,125,6.51,4,10.72,69,180,,,CB,DB24,https://www.nfl.com/prospects/avonte-maddox?id=32462018-0002-5600-12bf-c3b700c65bca
Dee Delaney,Miami,DB,4.82,4.46,13,32.5,120,6.95,4.25,,73,194,,,CB,DB08,https://www.nfl.com/prospects/dee-delaney?id=32462018-0002-5599-73f5-1509196b97e7
Michael Dickson,Texas,PK,5.7,,,,,,,,74,208,31.25,9.25,P,PK06,https://www.nfl.com/prospects/michael-dickson?id=32462018-0002-5601-21e4-a6d44e478ced
JK Scott,Alabama,PK,5.5,4.83,,30.5,114,7.28,4.41,,78,208,33.125,9.125,P,PK08,https://www.nfl.com/prospects/jk-scott?id=32462018-0002-5600-7115-5dafcb9a6922
Daniel Carlson,Auburn,PK,5.25,,,,,,,,77,213,32,9.75,K,PK03,https://www.nfl.com/prospects/daniel-carlson?id=32462018-0002-5600-58f2-baa81f982f9f
Joseph Davidson,Bowling Green,PK,5.2,,,,,,,,79,232,32.25,8.5,P,PK05,https://www.nfl.com/prospects/joseph-davidson?id=32462018-0002-5599-94c8-f537b88a3b97
Eddy Pineiro,Florida,PK,5.15,,,,,,,,72,185,29.875,8.25,K,PK07,https://www.nfl.com/prospects/eddy-pineiro?id=32462018-0002-5601-73a3-d33e2fbd6e07
Mike Badgley,Miami,PK,5.05,4.94,,,111,,,,70,183,29,8.75,K,PK01,https://www.nfl.com/prospects/mike-badgley?id=32462018-0002-5600-7942-e9e72f3f2fd2
Johnny Townsend,Florida,PK,5,,,,,,,,73,210,30.625,9.5,P,PK09,https://www.nfl.com/prospects/johnny-townsend?id=32462018-0002-5600-75f5-c06780d3ee7c
Trevor Daniel,Tennessee,PK,4.9,4.98,23,32.5,119,,,,73,230,31.5,9.375,P,PK04,https://www.nfl.com/prospects/trevor-daniel?id=32462018-0002-5601-15b9-710a20fe9192
Shane Tripucka,Texas A&M,PK,4.9,,,,,,,,75,211,31.5,9.75,P,PK10,https://www.nfl.com/prospects/shane-tripucka?id=32462018-0002-5600-0631-9ca4bd27cdde
Drew Brown,Nebraska,PK,4.88,,,,,,,,70,208,29,8.375,K,PK02,https://www.nfl.com/prospects/drew-brown?id=32462018-0002-5599-766a-d30bda5fc055
Ryan Winslow,Pittsburgh,PK,4.85,,,,,,,,77,217,30.25,8.625,P,PK11,https://www.nfl.com/prospects/ryan-winslow?id=32462018-0002-5601-947c-20244fd21e2d
Tanner Carew,Oregon,ST,5.3,5,18,30,111,7.26,4.28,,73,243,31.5,9.625,LS,ST01,https://www.nfl.com/prospects/tanner-carew?id=32462018-0002-5599-54ac-2a07e46950ff
